Date,Open,High,Low,Close,Volume
10/16/2023,1174.00,1177.00,1168.00,1171.45,417654
10/13/2023,1171.45,1179.00,1165.00,1175.35,1373428
10/12/2023,1173.83,1179.50,1169.03,1174.43,616010
10/11/2023,1157.45,1174.75,1157.00,1172.50,2768192
10/10/2023,1152.53,1158.95,1151.73,1154.28,175596
10/09/2023,1154.98,1156.28,1147.50,1148.88,192704
10/06/2023,1161.48,1162.50,1156.00,1158.95,712234
10/05/2023,1162.50,1164.50,1155.00,1156.93,389904
10/04/2023,1156.00,1159.35,1147.58,1157.15,538410
10/03/2023,1168.50,1168.50,1158.00,1159.13,533780
09/29/2023,1173.98,1184.75,1167.05,1173.25,304338
09/28/2023,1192.00,1192.00,1162.83,1167.00,629366
09/27/2023,1174.50,1185.85,1169.50,1184.55,496260
09/26/2023,1171.85,1175.00,1168.05,1170.78,278192
09/25/2023,1176.93,1179.95,1167.90,1170.03,382302
09/22/2023,1184.08,1191.83,1175.00,1177.03,735120
09/21/2023,1189.98,1195.00,1179.50,1182.28,716226
09/20/2023,1211.48,1213.20,1180.80,1191.05,5066954
09/18/2023,1221.00,1225.78,1216.30,1218.00,278662
09/15/2023,1233.03,1233.55,1224.80,1230.03,252974
09/14/2023,1228.18,1232.50,1222.50,1225.55,462886
09/13/2023,1221.78,1231.25,1207.80,1226.38,285892
09/12/2023,1244.85,1244.85,1217.60,1218.98,314114
09/11/2023,1227.98,1238.00,1226.03,1237.20,733192
09/08/2023,1218.20,1227.83,1211.70,1224.53,890656
09/07/2023,1212.93,1219.00,1205.70,1215.75,202216
09/06/2023,1211.48,1218.00,1209.00,1214.05,350500
09/05/2023,1209.13,1216.98,1205.50,1211.98,403438
09/04/2023,1205.03,1211.50,1203.00,1205.08,487826
09/01/2023,1204.00,1212.85,1200.65,1206.53,1446414
08/31/2023,1210.03,1212.95,1200.00,1203.45,483982
08/30/2023,1215.15,1221.63,1207.53,1209.15,1847756
08/29/2023,1223.50,1226.08,1204.23,1210.13,440308
08/28/2023,1237.00,1241.75,1216.00,1221.28,698806
08/25/2023,1227.00,1252.50,1221.98,1234.98,2425806
08/24/2023,1271.00,1271.00,1235.80,1239.33,605208
08/23/2023,1263.98,1271.20,1259.03,1261.58,314658
08/22/2023,1259.13,1268.73,1249.28,1259.50,231980
08/21/2023,1265.50,1277.45,1256.78,1259.13,312152
08/18/2023,1266.00,1288.50,1254.25,1278.35,2288622
08/17/2023,1284.00,1288.98,1266.10,1268.88,279228
08/16/2023,1278.33,1291.08,1275.33,1287.45,175742
08/14/2023,1266.53,1291.00,1262.10,1288.38,815800
08/11/2023,1267.73,1279.15,1256.05,1274.00,594940
08/10/2023,1263.50,1275.00,1254.40,1267.83,401654
08/09/2023,1253.50,1264.70,1240.50,1261.78,425596
08/08/2023,1262.65,1267.30,1249.73,1252.83,303510
08/07/2023,1257.50,1264.18,1252.53,1261.73,586260
08/04/2023,1242.50,1258.60,1236.00,1255.08,1419590
08/03/2023,1235.73,1249.95,1229.00,1237.48,421894
08/02/2023,1250.00,1255.90,1231.60,1243.18,368980
08/01/2023,1273.93,1279.50,1252.95,1256.33,340426
07/31/2023,1263.95,1276.83,1259.38,1273.93,170040
07/28/2023,1254.53,1270.95,1250.50,1263.80,1289934
07/27/2023,1264.50,1269.00,1245.73,1253.15,202278
07/26/2023,1240.05,1273.63,1240.05,1262.85,265918
07/25/2023,1245.75,1252.50,1240.03,1242.35,398476
07/24/2023,1242.00,1257.40,1234.78,1243.78,456610
07/21/2023,1301.50,1306.90,1261.68,1268.10,1793976
07/20/2023,1294.50,1316.00,1291.00,1309.90,801360
07/19/2023,1290.85,1301.34,1274.65,1294.50,1564670
07/18/2023,1281.76,1293.59,1273.53,1286.48,728888
07/17/2023,1251.97,1283.56,1243.70,1274.63,907280
07/14/2023,1253.96,1258.40,1241.51,1248.42,998646
07/13/2023,1267.56,1276.24,1247.89,1250.35,523146
07/12/2023,1262.52,1277.27,1258.95,1260.86,650442
07/11/2023,1253.57,1262.52,1248.24,1260.00,1054808
07/10/2023,1224.31,1255.76,1218.27,1246.71,2221140
07/07/2023,1200.06,1214.73,1197.59,1201.26,1153536
07/06/2023,1174.17,1205.30,1174.17,1202.59,1238818
07/05/2023,1185.36,1186.93,1174.03,1178.18,123536
07/04/2023,1194.68,1197.18,1172.91,1179.75,379646
07/03/2023,1163.77,1195.13,1163.77,1192.03,1034428
06/30/2023,1157.78,1165.37,1154.57,1162.63,579648
06/28/2023,1146.82,1156.50,1138.48,1152.90,343242
06/27/2023,1139.98,1144.08,1133.33,1137.61,297844
06/26/2023,1141.35,1146.77,1134.62,1136.88,395564
06/23/2023,1153.20,1154.48,1144.58,1146.48,579992
06/22/2023,1167.65,1172.75,1154.22,1155.75,123240
06/21/2023,1165.21,1171.02,1161.38,1168.51,289420
06/20/2023,1162.54,1168.70,1155.48,1160.83,342718
06/19/2023,1176.99,1177.81,1159.31,1163.00,331132
06/16/2023,1164.87,1176.45,1164.87,1173.89,301130
06/15/2023,1160.97,1167.74,1155.57,1163.02,568880
06/14/2023,1147.75,1164.59,1147.09,1163.50,393474
06/13/2023,1135.31,1150.15,1133.26,1148.82,411018
06/12/2023,1129.50,1134.51,1123.62,1131.82,151098
06/09/2023,1137.27,1143.22,1129.52,1131.27,339280
06/08/2023,1140.62,1146.82,1135.42,1139.43,272972
06/07/2023,1133.19,1139.32,1126.92,1138.41,422682
06/06/2023,1131.00,1135.01,1122.45,1130.52,231094
06/05/2023,1123.62,1132.09,1120.43,1128.95,238058
06/02/2023,1128.13,1131.68,1117.21,1118.99,202448
06/01/2023,1129.50,1132.44,1120.36,1122.23,480548
05/31/2023,1142.69,1143.60,1122.07,1127.99,410152
05/30/2023,1148.64,1156.59,1145.86,1148.37,292886
05/29/2023,1148.19,1153.20,1142.69,1148.55,832422
05/26/2023,1118.38,1144.08,1116.35,1142.51,522242
05/25/2023,1109.21,1116.03,1101.10,1111.52,372388
05/24/2023,1115.18,1122.66,1109.12,1110.83,308638
05/23/2023,1123.57,1125.05,1117.58,1118.60,174994
05/22/2023,1107.62,1123.57,1107.62,1118.79,288272
05/19/2023,1108.85,1114.80,1102.85,1113.45,109760
05/18/2023,1118.92,1119.51,1106.71,1109.37,113646
05/17/2023,1121.45,1122.98,1107.25,1111.63,316596
05/16/2023,1137.70,1138.61,1117.19,1118.49,166596
05/15/2023,1133.14,1141.23,1127.04,1134.12,135256
05/12/2023,1129.04,1134.05,1119.72,1132.28,122854
05/11/2023,1139.30,1143.63,1127.58,1129.63,197700
05/10/2023,1132.96,1139.48,1131.09,1137.84,198166
05/09/2023,1128.13,1133.58,1122.89,1130.02,130440
05/08/2023,1117.17,1132.00,1114.39,1126.47,185192
05/05/2023,1114.00,1122.07,1110.24,1112.77,162966
05/04/2023,1104.61,1117.76,1100.44,1115.73,176872
05/03/2023,1115.37,1115.37,1100.03,1102.97,178778
05/02/2023,1112.18,1114.91,1107.05,1112.65,291696
04/28/2023,1084.76,1104.88,1084.74,1103.15,789944
04/27/2023,1077.99,1086.19,1077.53,1083.69,171544
04/26/2023,1084.74,1085.51,1072.91,1076.65,291240
04/25/2023,1079.72,1085.28,1071.31,1082.59,184698
04/24/2023,1077.99,1086.15,1070.56,1074.41,507358
04/21/2023,1070.26,1076.10,1065.68,1070.65,198768
04/20/2023,1071.24,1075.26,1063.40,1069.19,280394
04/19/2023,1065.23,1074.80,1063.06,1071.91,192174
04/18/2023,1080.59,1083.05,1060.21,1066.62,303610
04/17/2023,1100.78,1100.78,1070.79,1078.81,588864
04/13/2023,1071.15,1078.40,1067.58,1073.73,424136
04/12/2023,1064.91,1079.47,1062.06,1069.51,396328
04/11/2023,1062.04,1067.05,1059.30,1064.91,210020
04/10/2023,1069.33,1071.34,1058.34,1059.58,187190
04/06/2023,1057.48,1073.20,1056.59,1067.05,289284
04/05/2023,1067.39,1069.60,1052.24,1059.99,516000
04/03/2023,1068.92,1070.77,1055.20,1062.83,428430
03/31/2023,1028.31,1067.96,1027.65,1062.52,1234338
03/29/2023,1021.88,1023.29,1007.91,1018.85,318062
03/28/2023,1021.58,1028.31,1019.87,1024.64,227436
03/27/2023,1009.85,1027.40,1003.01,1019.87,630892
03/24/2023,1024.48,1025.57,1001.87,1004.38,356432
03/23/2023,1034.69,1034.69,1022.72,1024.46,416894
03/22/2023,1039.29,1044.40,1034.69,1037.72,461434
03/21/2023,1012.81,1036.44,1010.99,1034.71,883492
03/20/2023,1013.27,1013.27,993.67,1003.51,451494
03/17/2023,1025.12,1026.28,1008.66,1013.29,732562
03/16/2023,1019.67,1027.83,1003.83,1014.66,507464
03/15/2023,1041.48,1047.91,1015.54,1019.58,845474
03/14/2023,1039.77,1050.64,1034.53,1037.65,658652
03/13/2023,1061.13,1068.42,1036.97,1041.48,661936
03/10/2023,1068.10,1068.10,1055.29,1058.91,674612
03/09/2023,1103.01,1103.01,1073.96,1075.78,599238
03/08/2023,1094.49,1103.06,1087.77,1101.94,199564
03/06/2023,1091.66,1105.11,1091.66,1097.50,337694
03/03/2023,1068.42,1090.75,1067.01,1087.13,533898
03/02/2023,1062.49,1071.52,1058.25,1061.06,179944
03/01/2023,1067.60,1069.10,1059.10,1068.08,367448
02/28/2023,1082.55,1082.55,1055.09,1058.37,600470
02/27/2023,1084.19,1088.93,1072.27,1079.86,494908
02/24/2023,1082.55,1091.94,1079.65,1087.47,499300
02/23/2023,1083.00,1091.64,1076.39,1079.15,531688
02/22/2023,1106.71,1107.62,1083.03,1084.37,577274
02/21/2023,1103.52,1114.91,1099.62,1109.67,335548
02/20/2023,1112.36,1116.48,1098.66,1100.92,442830
02/17/2023,1105.32,1115.32,1098.78,1112.11,211872
02/16/2023,1116.73,1122.66,1105.34,1107.46,554736
02/15/2023,1088.38,1110.81,1082.55,1107.66,734144
02/14/2023,1059.85,1085.28,1059.30,1083.64,249626
02/13/2023,1065.50,1071.15,1054.77,1058.73,159672
02/10/2023,1074.34,1074.34,1058.21,1064.93,254636
02/09/2023,1074.50,1080.63,1063.88,1073.61,177704
02/08/2023,1053.51,1075.53,1051.62,1071.97,537700
02/07/2023,1053.83,1060.67,1045.22,1051.05,450188
02/06/2023,1059.76,1059.76,1051.44,1053.60,412526
02/03/2023,1068.87,1070.20,1045.26,1061.60,297608
02/02/2023,1059.76,1070.10,1053.54,1060.58,208362
02/01/2023,1084.83,1085.24,1050.64,1065.71,1147338
01/31/2023,1087.11,1087.61,1067.37,1072.93,200592
01/30/2023,1065.57,1080.00,1048.89,1071.75,2784388
01/27/2023,1085.72,1088.50,1053.88,1065.57,905164
01/25/2023,1098.50,1100.69,1085.28,1086.17,207828
01/24/2023,1108.76,1113.95,1088.77,1100.85,698698
01/23/2023,1116.73,1124.03,1105.79,1107.44,427720
01/20/2023,1131.18,1131.18,1111.31,1113.41,348024
01/19/2023,1127.76,1130.84,1120.15,1126.35,403116
01/18/2023,1129.95,1135.65,1121.50,1127.95,253628
01/17/2023,1118.17,1132.00,1117.65,1129.75,373940
01/16/2023,1128.08,1130.29,1110.38,1114.32,280012
01/13/2023,1125.21,1127.31,1109.81,1124.64,497964
01/12/2023,1150.92,1154.06,1123.87,1126.81,370686
01/11/2023,1164.69,1166.05,1149.55,1151.15,255590
01/10/2023,1186.95,1187.38,1160.51,1165.94,305284
01/09/2023,1159.44,1185.93,1157.35,1183.53,596984
01/06/2023,1152.74,1161.18,1148.03,1156.50,227188
01/05/2023,1150.92,1155.93,1141.46,1145.68,287814
01/04/2023,1166.42,1166.69,1146.29,1147.80,345852
01/03/2023,1170.38,1172.80,1161.43,1165.51,272248
01/02/2023,1165.46,1175.99,1161.49,1173.78,349224
