Date,Open,High,Low,Close,Volume
03/19/2024,1432.80,1436.80,1417.50,1425.38,256412
03/18/2024,1418.60,1441.50,1416.83,1439.18,292820
03/15/2024,1427.48,1433.23,1413.45,1418.63,792002
03/14/2024,1432.50,1448.68,1425.50,1432.63,325274
03/13/2024,1477.73,1482.98,1427.93,1432.35,195914
03/12/2024,1466.00,1488.15,1466.00,1475.10,167000
03/11/2024,1492.35,1492.35,1463.68,1465.60,223174
03/07/2024,1501.08,1502.95,1475.63,1479.05,774104
03/06/2024,1494.73,1509.50,1478.50,1502.98,220042
03/05/2024,1505.85,1505.85,1486.50,1499.15,141856
03/04/2024,1490.50,1512.40,1487.53,1505.80,279590
03/01/2024,1458.35,1499.50,1458.35,1493.00,1088814
02/29/2024,1465.53,1479.00,1454.78,1462.38,384752
02/28/2024,1482.45,1491.00,1450.28,1454.50,128666
02/27/2024,1484.40,1499.93,1478.00,1485.20,166422
02/26/2024,1494.88,1494.88,1482.28,1487.18,81748
02/23/2024,1485.70,1498.08,1482.63,1493.18,1306002
02/22/2024,1468.98,1484.55,1458.00,1481.68,425194
02/21/2024,1471.93,1488.50,1458.08,1469.10,206810
02/20/2024,1474.95,1474.95,1462.00,1470.38,208860
02/19/2024,1460.68,1479.40,1453.78,1473.08,326882
02/16/2024,1472.53,1476.65,1458.68,1460.68,1085862
02/15/2024,1481.70,1484.20,1466.45,1470.95,163762
02/14/2024,1455.70,1483.30,1455.70,1481.30,245414
02/13/2024,1455.20,1478.90,1454.70,1464.48,645804
02/12/2024,1461.15,1461.18,1442.50,1451.48,294412
02/09/2024,1452.50,1472.08,1451.30,1461.15,1624342
02/08/2024,1447.80,1459.88,1428.35,1451.48,197698
02/07/2024,1435.00,1449.00,1429.23,1441.70,641024
02/06/2024,1443.70,1443.70,1420.40,1428.40,230162
02/05/2024,1460.60,1470.00,1432.00,1438.53,256144
02/02/2024,1432.23,1474.95,1432.23,1457.38,1307244
02/01/2024,1435.60,1442.63,1418.35,1426.35,176548
01/31/2024,1405.73,1434.73,1402.48,1426.60,217408
01/30/2024,1452.70,1458.98,1404.38,1407.43,606696
01/29/2024,1356.60,1452.50,1356.60,1448.08,1647900
01/25/2024,1342.25,1362.50,1335.03,1355.18,4822230
01/24/2024,1330.00,1349.50,1324.50,1344.35,546122
01/23/2024,1366.08,1371.38,1322.50,1328.00,204594
01/19/2024,1376.50,1376.50,1358.43,1367.53,966014
01/18/2024,1350.00,1371.00,1350.00,1367.45,317964
01/17/2024,1364.93,1386.00,1355.50,1361.40,231724
01/16/2024,1390.93,1396.25,1370.50,1373.83,307608
01/15/2024,1373.45,1396.33,1366.00,1393.75,243454
01/12/2024,1359.20,1373.23,1345.78,1370.05,1213012
01/11/2024,1327.85,1362.48,1327.85,1359.20,688390
01/10/2024,1290.30,1329.48,1288.65,1324.98,916002
01/09/2024,1298.68,1303.53,1288.13,1290.30,280844
01/08/2024,1306.20,1316.00,1284.15,1293.05,175002
01/05/2024,1300.08,1309.73,1298.98,1303.38,931030
01/04/2024,1294.70,1304.88,1290.00,1298.70,325168
01/03/2024,1304.05,1317.00,1288.58,1291.48,215002
01/02/2024,1293.83,1307.45,1286.75,1305.45,172372
01/01/2024,1290.53,1303.00,1286.78,1294.93,135282
