Date,Open,High,Low,Close,Adj Close,Volume
03/24/2025,5718.08,5775.14,5718.08,5767.57,5767.57,1129400000
03/21/2025,5630.73,5670.84,5603.1,5667.56,5667.56,1880700000
03/20/2025,5646.92,5711.15,5632.33,5662.89,5662.89,2131000000
03/19/2025,5632.37,5715.33,5622.2,5675.29,5675.29,1430800000
03/18/2025,5654.53,5654.53,5597.76,5614.66,5614.66,1115500000
03/17/2025,5635.6,5703.52,5631.12,5675.12,5675.12,1191300000
03/14/2025,5563.85,5645.27,5563.85,5638.94,5638.94,1296500000
03/13/2025,5594.45,5597.78,5504.65,5521.52,5521.52,1411200000
03/12/2025,5624.84,5642.19,5546.09,5599.3,5599.3,1276000000
03/11/2025,5603.65,5636.3,5528.41,5572.07,5572.07,1205700000
03/10/2025,5705.37,5705.37,5564.02,5614.56,5614.56,1349100000
03/07/2025,5726.01,5783.01,5666.29,5770.2,5770.2,1445000000
03/06/2025,5785.87,5812.08,5711.64,5738.52,5738.52,1407800000
03/05/2025,5781.36,5860.59,5742.35,5842.63,5842.63,1164000000
03/04/2025,5811.98,5865.08,5732.59,5778.15,5778.15,1232600000
03/03/2025,5968.33,5986.09,5810.91,5849.72,5849.72,1309000000
02/28/2025,5856.74,5959.4,5837.66,5954.5,5954.5,1258000000
02/27/2025,5981.88,5993.69,5858.78,5861.57,5861.57,1098000000
02/26/2025,5970.87,6009.82,5932.69,5956.06,5956.06,1053100000
02/25/2025,5982.73,5992.65,5908.49,5955.25,5955.25,1149800000
02/24/2025,6026.69,6043.65,5977.83,5983.25,5983.25,1295300000
02/21/2025,6114.1,6114.82,6008.56,6013.13,6013.13,1118800000
02/20/2025,6134.5,6134.5,6084.59,6117.52,6117.52,1048400000
02/19/2025,6117.76,6147.43,6111.15,6144.15,6144.15,1013000000
02/18/2025,6121.6,6129.63,6099.51,6129.58,6129.58,1059600000
02/14/2025,6115.52,6127.47,6107.62,6114.63,6114.63,1158300000
02/13/2025,6060.59,6116.91,6050.95,6115.07,6115.07,1107200000
02/12/2025,6025.08,6063.0,6003.0,6051.97,6051.97,1075500000
02/11/2025,6049.32,6076.28,6042.34,6068.5,6068.5,1039100000
02/10/2025,6046.4,6073.38,6044.84,6066.44,6066.44,1075200000
02/07/2025,6083.13,6101.28,6019.96,6025.99,6025.99,1150300000
02/06/2025,6072.22,6084.03,6046.83,6083.57,6083.57,1153700000
02/05/2025,6020.45,6062.86,6007.06,6061.48,6061.48,1257200000
02/04/2025,5998.14,6042.48,5990.87,6037.88,6037.88,1112200000
02/03/2025,5969.65,6022.13,5923.93,5994.57,5994.57,1208500000
01/31/2025,6096.79,6120.91,6030.93,6040.53,6040.53,1365900000
01/30/2025,6050.75,6086.64,6027.46,6071.17,6071.17,1231300000
01/29/2025,6057.7,6062.83,6012.96,6039.31,6039.31,1130800000
01/28/2025,6026.97,6074.54,5994.63,6067.7,6067.7,1114100000
01/27/2025,5969.04,6017.17,5962.92,6012.28,6012.28,1225300000
01/24/2025,6121.43,6128.18,6088.74,6101.24,6101.24,1294900000
01/23/2025,6076.32,6118.73,6074.67,6118.71,6118.71,1294000000
01/22/2025,6081.39,6100.81,6076.13,6086.37,6086.37,929200000
01/21/2025,6014.12,6051.51,6006.88,6049.24,6049.24,1091800000
01/17/2025,5995.4,6014.96,5978.44,5996.66,5996.66,1132200000
01/16/2025,5963.61,5964.69,5930.72,5937.34,5937.34,1114100000
01/15/2025,5905.21,5960.61,5905.21,5949.91,5949.91,1085900000
01/14/2025,5859.27,5871.92,5805.42,5842.91,5842.91,1229000000
01/13/2025,5782.02,5838.61,5773.31,5836.22,5836.22,1360900000
01/10/2025,5890.35,5890.35,5807.78,5827.04,5827.04,1397400000
01/08/2025,5910.66,5927.89,5874.78,5918.25,5918.25,1259500000
01/07/2025,5993.26,6000.68,5890.68,5909.03,5909.03,1543560000
01/06/2025,5982.81,6021.04,5960.01,5975.38,5975.38,1126200000
01/03/2025,5891.07,5949.34,5888.66,5942.47,5942.47,1235900000
01/02/2025,5903.26,5935.09,5829.53,5868.55,5868.55,1346300000
12/31/2024,5919.74,5929.74,5868.86,5881.63,5881.63,1723950000
12/30/2024,5920.67,5940.79,5869.16,5906.94,5906.94,1364900000
12/27/2024,6006.17,6006.17,5932.95,5970.84,5970.84,1114000000
12/26/2024,6024.97,6049.75,6007.37,6037.59,6037.59,1314200000
12/24/2024,5984.63,6040.1,5981.44,6040.04,6040.04,1333400000
12/23/2024,5940.25,5978.25,5902.57,5974.07,5974.07,1234500000
12/20/2024,5842.0,5982.06,5832.3,5930.85,5930.85,1280800000
12/19/2024,5912.71,5935.52,5866.07,5867.08,5867.08,1254900000
12/18/2024,6047.65,6070.67,5867.79,5872.16,5872.16,1386100000
12/17/2024,6052.55,6057.68,6035.19,6050.61,6050.61,1425590000
12/16/2024,6063.79,6085.19,6059.14,6074.08,6074.08,1368000000
12/13/2024,6068.17,6078.58,6035.77,6051.09,6051.09,1266800000
12/12/2024,6074.29,6079.68,6051.25,6051.25,6051.25,1062800000
12/11/2024,6060.15,6092.59,6060.15,6084.19,6084.19,1349600000
12/10/2024,6057.59,6065.4,6029.89,6034.91,6034.91,1290300000
12/09/2024,6083.01,6088.51,6048.63,6052.85,6052.85,1102000000
12/06/2024,6081.38,6099.97,6079.98,6090.27,6090.27,913900000
12/05/2024,6089.03,6094.55,6072.9,6075.11,6075.11,1109600000
12/04/2024,6069.39,6089.84,6061.06,6086.49,6086.49,1918900000
12/03/2024,6042.97,6052.07,6033.39,6049.88,6049.88,1486800000
12/02/2024,6040.11,6053.58,6035.33,6047.15,6047.15,1338700000
11/29/2024,6003.98,6044.17,6003.98,6032.38,6032.38,1012600000
11/27/2024,6014.11,6020.16,5984.87,5998.74,5998.74,1216500000
11/26/2024,6000.03,6025.42,5992.27,6021.63,6021.63,1203600000
11/25/2024,5992.28,6020.75,5963.91,5987.37,5987.37,1345200000
11/22/2024,5944.36,5972.9,5944.36,5969.34,5969.34,1091300000
11/21/2024,5940.58,5963.32,5887.26,5948.71,5948.71,1266800000
11/20/2024,5914.34,5920.67,5860.56,5917.11,5917.11,1181300000
11/19/2024,5870.05,5923.51,5855.29,5916.98,5916.98,1342200000
11/18/2024,5874.17,5908.12,5865.95,5893.62,5893.62,1137900000
11/15/2024,5912.79,5915.32,5853.01,5870.62,5870.62,1082100000
11/14/2024,5989.68,5993.88,5942.28,5949.17,5949.17,949000000
11/13/2024,5985.75,6008.19,5965.91,5985.38,5985.38,1006300000
11/12/2024,6003.6,6009.92,5960.08,5983.99,5983.99,1132400000
11/11/2024,6008.86,6017.31,5986.69,6001.35,6001.35,1056700000
11/08/2024,5976.76,6012.45,5976.76,5995.54,5995.54,906200000
11/07/2024,5947.21,5983.84,5947.21,5973.1,5973.1,858200000
11/06/2024,5864.89,5936.14,5864.89,5929.04,5929.04,1071800000
11/05/2024,5722.43,5783.44,5722.1,5782.76,5782.76,1405300000
11/04/2024,5725.15,5741.43,5696.51,5712.69,5712.69,1355600000
11/01/2024,5723.22,5772.52,5723.22,5728.8,5728.8,1130800000
10/31/2024,5775.34,5775.34,5702.86,5705.45,5705.45,1174900000
10/30/2024,5832.65,5850.94,5811.28,5813.67,5813.67,1260400000
10/29/2024,5819.68,5847.19,5802.17,5832.92,5832.92,1134800000
10/28/2024,5833.93,5842.92,5823.08,5823.52,5823.52,1100700000
10/25/2024,5826.75,5862.82,5799.98,5808.12,5808.12,828100000
10/24/2024,5817.8,5817.8,5784.92,5809.86,5809.86,1026000000
10/23/2024,5834.5,5834.85,5762.41,5797.42,5797.42,1158600000
10/22/2024,5832.7,5863.04,5821.17,5851.2,5851.2,1226600000
10/21/2024,5857.82,5866.92,5824.79,5853.98,5853.98,1015000000
10/18/2024,5859.43,5872.17,5846.11,5864.67,5864.67,836500000
10/17/2024,5875.62,5878.46,5840.25,5841.47,5841.47,1116800000
10/16/2024,5816.58,5846.52,5808.34,5842.47,5842.47,1061900000
10/15/2024,5866.74,5870.36,5804.48,5815.26,5815.26,1089600000
10/14/2024,5829.81,5871.41,5829.57,5859.85,5859.85,726200000
10/11/2024,5775.09,5822.13,5775.09,5815.03,5815.03,870100000
10/10/2024,5778.36,5795.03,5764.76,5780.05,5780.05,1136500000
10/09/2024,5751.8,5796.8,5745.02,5792.04,5792.04,1063600000
10/08/2024,5719.14,5757.6,5714.56,5751.13,5751.13,1242900000
10/07/2024,5737.8,5739.34,5686.85,5695.94,5695.94,1635550000
10/04/2024,5737.48,5753.21,5702.83,5751.07,5751.07,1111600000
10/03/2024,5698.19,5718.78,5677.37,5699.94,5699.94,1184900000
10/02/2024,5698.14,5719.63,5674.0,5709.54,5709.54,1350100000
10/01/2024,5757.73,5757.73,5681.28,5708.75,5708.75,1546820000
09/30/2024,5726.52,5765.14,5703.53,5762.48,5762.48,1189200000
09/27/2024,5755.36,5763.78,5727.34,5738.17,5738.17,1050100000
09/26/2024,5762.22,5767.37,5721.01,5745.37,5745.37,1198900000
09/25/2024,5733.65,5741.03,5712.06,5722.26,5722.26,1162100000
09/24/2024,5727.66,5735.32,5698.99,5732.93,5732.93,1327300000
09/23/2024,5711.9,5725.36,5704.22,5718.57,5718.57,1832360000
09/20/2024,5709.64,5715.14,5674.49,5702.55,5702.55,1128300000
09/19/2024,5702.63,5733.57,5686.42,5713.64,5713.64,622110000
09/18/2024,5641.68,5689.75,5615.08,5618.26,5618.26,934900000
09/17/2024,5655.51,5670.81,5614.05,5634.58,5634.58,1056700000
09/16/2024,5615.21,5636.05,5604.53,5633.09,5633.09,1045700000
09/13/2024,5603.34,5636.27,5601.65,5626.02,5626.02,1263800000
09/12/2024,5557.48,5600.71,5535.5,5595.76,5595.76,1384100000
09/11/2024,5496.42,5560.41,5406.96,5554.13,5554.13,1394000000
09/10/2024,5490.51,5497.91,5441.72,5495.52,5495.52,1121700000
09/09/2024,5442.07,5484.2,5434.49,5471.05,5471.05,1039800000
09/06/2024,5507.33,5522.47,5402.62,5408.42,5408.42,1238100000
09/05/2024,5520.08,5546.3,5480.54,5503.41,5503.41,1316300000
09/04/2024,5506.68,5552.99,5503.66,5520.07,5520.07,1343500000
09/03/2024,5623.89,5623.89,5504.33,5528.93,5528.93,1170900000
08/30/2024,5612.74,5651.37,5581.79,5648.4,5648.4,986900000
08/29/2024,5607.3,5646.95,5583.71,5591.96,5591.96,1198700000
08/28/2024,5624.51,5627.03,5560.95,5592.18,5592.18,1280700000
08/27/2024,5602.89,5631.18,5593.48,5625.8,5625.8,1213900000
08/26/2024,5639.66,5651.62,5602.34,5616.84,5616.84,1015300000
08/23/2024,5602.49,5641.82,5585.16,5634.61,5634.61,909100000
08/22/2024,5637.77,5643.22,5560.95,5570.64,5570.64,1129200000
08/21/2024,5603.09,5632.68,5591.57,5620.85,5620.85,1340300000
08/20/2024,5602.88,5620.51,5585.5,5597.12,5597.12,1218300000
08/19/2024,5557.23,5608.3,5550.74,5608.25,5608.25,939900000
08/16/2024,5530.5,5561.98,5525.17,5554.25,5554.25,811700000
08/15/2024,5501.13,5546.23,5501.13,5543.22,5543.22,1012000000
08/14/2024,5442.36,5463.22,5415.91,5455.21,5455.21,1124600000
08/13/2024,5376.98,5436.5,5376.98,5434.43,5434.43,1104200000
08/12/2024,5351.88,5371.2,5324.37,5344.39,5344.39,960900000
08/09/2024,5314.66,5358.67,5300.84,5344.16,5344.16,837600000
08/08/2024,5252.57,5328.03,5233.85,5319.31,5319.31,964600000
08/07/2024,5293.13,5330.64,5195.54,5199.5,5199.5,1065600000
08/06/2024,5206.42,5312.34,5193.56,5240.03,5240.03,1055400000
08/05/2024,5151.14,5250.89,5119.26,5186.33,5186.33,974300000
08/02/2024,5376.63,5383.89,5302.03,5346.56,5346.56,897100000
08/01/2024,5537.84,5566.16,5410.42,5446.68,5446.68,1041600000
07/31/2024,5505.59,5551.51,5493.75,5522.3,5522.3,1110800000
07/30/2024,5478.73,5489.46,5401.7,5436.44,5436.44,986200000
07/29/2024,5476.55,5487.74,5444.44,5463.54,5463.54,1043600000
07/26/2024,5433.67,5488.32,5430.7,5459.1,5459.1,842600000
07/25/2024,5428.7,5491.59,5390.95,5399.22,5399.22,987100000
07/24/2024,5505.84,5508.04,5419.98,5427.13,5427.13,963700000
07/23/2024,5565.3,5585.34,5550.9,5555.74,5555.74,1157000000
07/22/2024,5544.54,5570.36,5529.04,5564.41,5564.41,920100000
07/19/2024,5543.37,5557.5,5497.04,5505.0,5505.0,1178300000
07/18/2024,5608.56,5614.05,5522.81,5544.59,5544.59,1384500000
07/17/2024,5610.07,5622.49,5584.81,5588.27,5588.27,1359700000
07/16/2024,5644.09,5669.67,5639.02,5667.2,5667.2,1424300000
07/15/2024,5638.16,5666.94,5614.75,5631.22,5631.22,1276600000
07/12/2024,5590.76,5655.56,5590.44,5615.35,5615.35,2330830000
07/11/2024,5635.21,5642.45,5576.53,5584.54,5584.54,1650410000
07/10/2024,5591.26,5635.39,5586.44,5633.91,5633.91,2120550000
07/09/2024,5584.24,5590.75,5574.57,5576.98,5576.98,2004800000
07/08/2024,5572.75,5583.11,5562.51,5572.85,5572.85,2317300000
07/05/2024,5537.91,5570.33,5531.63,5567.19,5567.19,1746600000
07/03/2024,5507.44,5539.27,5507.42,5537.02,5537.02,1613800000
07/02/2024,5461.84,5509.69,5458.43,5509.01,5509.01,1519100000
07/01/2024,5471.08,5479.55,5446.53,5475.09,5475.09,1467000000
06/28/2024,5488.48,5523.64,5451.12,5460.48,5460.48,1631500000
06/27/2024,5473.59,5490.81,5467.54,5482.87,5482.87,1175600000
06/26/2024,5460.71,5483.14,5451.87,5477.9,5477.9,1289800000
06/25/2024,5460.73,5472.88,5446.56,5469.3,5469.3,1650600000
06/24/2024,5459.58,5490.66,5447.59,5447.87,5447.87,1609100000
06/21/2024,5466.77,5478.31,5452.03,5464.62,5464.62,1301700000
06/20/2024,5499.99,5505.53,5455.56,5473.17,5473.17,979000000
06/18/2024,5476.15,5490.38,5471.32,5487.03,5487.03,1227800000
06/17/2024,5431.11,5488.5,5420.4,5473.23,5473.23,1312400000
06/14/2024,5424.08,5432.39,5403.75,5431.6,5431.6,1704580000
06/13/2024,5441.93,5441.93,5402.51,5433.74,5433.74,1331400000
06/12/2024,5409.13,5447.25,5409.13,5421.03,5421.03,1024700000
06/11/2024,5353.0,5375.95,5327.25,5375.32,5375.32,1210500000
06/10/2024,5341.22,5365.79,5331.52,5360.79,5360.79,1452200000
06/07/2024,5343.81,5375.08,5331.33,5346.99,5346.99,1262900000
06/06/2024,5357.8,5362.35,5335.36,5352.96,5352.96,1294900000
06/05/2024,5314.48,5354.16,5297.64,5354.03,5354.03,1105700000
06/04/2024,5278.24,5298.8,5257.63,5291.34,5291.34,1317300000
06/03/2024,5297.15,5302.11,5234.32,5283.4,5283.4,1336200000
05/31/2024,5243.21,5280.33,5191.68,5277.51,5277.51,1364400000
05/30/2024,5259.77,5260.21,5222.1,5235.48,5235.48,1244500000
05/29/2024,5278.73,5282.27,5262.7,5266.95,5266.95,1106100000
05/28/2024,5315.91,5315.91,5280.89,5306.04,5306.04,1297400000
05/24/2024,5281.45,5311.65,5278.39,5304.72,5304.72,1352500000
05/23/2024,5340.26,5341.88,5256.93,5267.84,5267.84,1317400000
05/22/2024,5319.28,5323.18,5286.01,5307.01,5307.01,1121900000
05/21/2024,5298.69,5324.32,5297.87,5321.41,5321.41,1267700000
05/20/2024,5305.35,5325.32,5302.4,5308.13,5308.13,1356000000
05/17/2024,5303.1,5305.45,5283.59,5303.27,5303.27,1411300000
05/16/2024,5310.07,5325.49,5296.19,5297.1,5297.1,1517500000
05/15/2024,5263.26,5311.76,5263.26,5308.15,5308.15,1093800000
05/14/2024,5221.1,5250.37,5217.98,5246.68,5246.68,991600000
05/13/2024,5233.08,5237.26,5211.16,5221.42,5221.42,1370100000
05/10/2024,5225.49,5239.66,5209.68,5222.68,5222.68,1443400000
05/09/2024,5189.03,5215.3,5180.41,5214.08,5214.08,1454500000
05/08/2024,5168.98,5191.95,5165.86,5187.67,5187.67,1337400000
05/07/2024,5187.2,5200.23,5178.96,5187.7,5187.7,1316800000
05/06/2024,5142.42,5181.0,5142.42,5180.74,5180.74,1330200000
05/03/2024,5122.78,5139.12,5101.22,5127.79,5127.79,1029300000
05/02/2024,5049.32,5073.21,5011.05,5064.2,5064.2,410300000
05/01/2024,5029.03,5096.12,5013.45,5018.39,5018.39,1129800000
04/30/2024,5103.78,5110.83,5035.31,5035.69,5035.69,1288000000
04/29/2024,5114.13,5123.49,5088.65,5116.17,5116.17,1423700000
04/26/2024,5084.65,5114.62,5073.14,5099.96,5099.96,1375700000
04/25/2024,5019.88,5057.75,4990.58,5048.42,5048.42,1343600000
04/24/2024,5084.86,5089.48,5047.02,5071.63,5071.63,1202900000
04/23/2024,5028.85,5076.12,5027.96,5070.55,5070.55,1318500000
04/22/2024,4987.33,5038.84,4969.4,5010.6,5010.6,1765300000
04/19/2024,5005.44,5019.02,4953.56,4967.23,4967.23,1487900000
04/18/2024,5031.52,5056.66,5001.89,5011.12,5011.12,1248200000
04/17/2024,5068.97,5077.96,5007.25,5022.21,5022.21,1218700000
04/16/2024,5064.59,5079.84,5039.83,5051.41,5051.41,1367200000
04/15/2024,5149.67,5168.43,5052.47,5061.82,5061.82,1449700000
04/12/2024,5171.51,5175.03,5107.94,5123.41,5123.41,1511500000
04/11/2024,5172.95,5211.78,5138.77,5199.06,5199.06,1306800000
04/10/2024,5167.88,5178.43,5138.7,5160.64,5160.64,1260400000
04/09/2024,5217.03,5224.81,5160.78,5209.91,5209.91,1354000000
04/08/2024,5211.37,5219.57,5197.35,5202.39,5202.39,1484900000
04/05/2024,5158.95,5222.18,5157.21,5204.34,5204.34,1490500000
04/04/2024,5244.05,5256.59,5146.06,5147.21,5147.21,1694000000
04/03/2024,5194.37,5228.75,5194.37,5211.49,5211.49,439670000
04/02/2024,5204.29,5208.34,5184.05,5205.81,5205.81,791100000
04/01/2024,5257.97,5263.95,5229.2,5243.77,5243.77,876300000
03/28/2024,5248.03,5264.85,5245.82,5254.35,5254.35,917400000
03/27/2024,5226.31,5249.26,5213.92,5248.49,5248.49,943600000
03/26/2024,5228.85,5235.16,5203.42,5203.58,5203.58,1171000000
03/25/2024,5219.52,5229.09,5216.09,5218.19,5218.19,1398900000
03/22/2024,5242.48,5246.09,5229.87,5234.18,5234.18,1513000000
03/21/2024,5253.43,5261.1,5240.66,5241.53,5241.53,1308300000
03/20/2024,5181.69,5226.19,5171.55,5224.62,5224.62,1258800000
03/19/2024,5139.09,5180.31,5131.59,5178.51,5178.51,1452000000
03/18/2024,5154.77,5175.6,5145.47,5149.42,5149.42,1299000000
03/15/2024,5123.31,5136.86,5104.35,5117.09,5117.09,1211900000
03/14/2024,5175.14,5176.85,5123.3,5150.48,5150.48,1286400000
03/13/2024,5173.49,5179.14,5151.88,5165.31,5165.31,1386900000
03/12/2024,5134.3,5179.87,5114.48,5175.27,5175.27,1482500000
03/11/2024,5111.96,5124.66,5091.14,5117.94,5117.94,1380100000
03/08/2024,5164.46,5189.26,5117.5,5123.69,5123.69,1333300000
03/07/2024,5132.38,5165.62,5128.21,5157.36,5157.36,1311600000
03/06/2024,5108.03,5127.97,5092.22,5104.76,5104.76,1479200000
03/05/2024,5110.52,5114.54,5056.82,5078.65,5078.65,1552800000
03/04/2024,5130.99,5149.67,5127.18,5130.95,5130.95,1345100000
03/01/2024,5098.51,5140.33,5094.16,5137.08,5137.08,1186800000
02/29/2024,5085.36,5104.99,5061.89,5096.27,5096.27,1812000000
02/28/2024,5067.2,5077.37,5058.35,5069.76,5069.76,2019600000
02/27/2024,5074.6,5080.69,5057.29,5078.18,5078.18,1557000000
02/26/2024,5093.0,5097.66,5068.91,5069.53,5069.53,1367200000
02/23/2024,5100.92,5111.06,5081.46,5088.8,5088.8,1437600000
02/22/2024,5038.83,5094.39,5038.83,5087.03,5087.03,1778300000
02/21/2024,4963.03,4983.21,4946.0,4981.8,4981.8,1665800000
02/20/2024,4989.32,4993.71,4955.02,4975.51,4975.51,1441600000
02/16/2024,5031.13,5038.7,4999.52,5005.57,5005.57,1371900000
02/15/2024,5003.14,5032.72,4999.44,5029.73,5029.73,1159400000
02/14/2024,4976.44,5002.52,4956.45,5000.62,5000.62,1094200000
02/13/2024,4967.94,4971.3,4920.31,4953.17,4953.17,1215900000
02/12/2024,5026.83,5048.39,5016.83,5021.84,5021.84,1272500000
02/09/2024,5004.17,5030.06,5000.34,5026.61,5026.61,1359200000
02/08/2024,4995.16,5000.4,4987.09,4997.91,4997.91,1189900000
02/07/2024,4973.05,4999.89,4969.05,4995.06,4995.06,1438900000
02/06/2024,4950.16,4957.77,4934.88,4954.23,4954.23,1381600000
02/05/2024,4957.19,4957.19,4918.09,4942.81,4942.81,1411000000
02/02/2024,4916.06,4975.29,4907.99,4958.61,4958.61,1367400000
02/01/2024,4861.11,4906.97,4853.52,4906.19,4906.19,1309200000
01/31/2024,4899.19,4906.75,4845.15,4845.65,4845.65,1393800000
01/30/2024,4925.89,4931.09,4916.27,4924.97,4924.97,1392200000
01/29/2024,4892.95,4929.31,4887.4,4927.93,4927.93,1456500000
01/26/2024,4888.91,4906.69,4881.47,4890.97,4890.97,1594300000
01/25/2024,4886.66,4898.15,4869.34,4894.16,4894.16,1549300000
01/24/2024,4888.56,4903.68,4865.94,4868.55,4868.55,1541300000
01/23/2024,4856.8,4866.48,4844.37,4864.6,4864.6,1517400000
01/22/2024,4853.42,4868.41,4844.05,4850.43,4850.43,1412000000
01/19/2024,4796.28,4842.07,4785.87,4839.81,4839.81,1210200000
01/18/2024,4760.1,4785.79,4740.57,4780.94,4780.94,1304400000
01/17/2024,4739.13,4744.23,4714.82,4739.21,4739.21,1354000000
01/16/2024,4772.35,4782.34,4747.12,4765.98,4765.98,1208800000
01/12/2024,4791.18,4802.4,4768.98,4783.83,4783.83,1493900000
01/11/2024,4792.13,4798.5,4739.58,4780.24,4780.24,1169500000
01/10/2024,4759.94,4790.8,4756.2,4783.45,4783.45,1255000000
01/09/2024,4741.93,4765.47,4730.35,4756.5,4756.5,1304900000
01/08/2024,4703.7,4764.54,4699.82,4763.54,4763.54,1339200000
01/05/2024,4690.57,4721.49,4682.11,4697.24,4697.24,1243300000
01/04/2024,4697.42,4726.78,4687.53,4688.68,4688.68,1057900000
01/03/2024,4725.07,4729.29,4699.71,4704.81,4704.81,1223600000
01/02/2024,4745.2,4754.33,4722.67,4742.83,4742.83,1180100000
12/29/2023,4782.88,4788.43,4751.99,4769.83,4769.83,1147600000
12/28/2023,4786.44,4793.3,4780.98,4783.35,4783.35,1050900000
12/27/2023,4773.45,4785.39,4768.9,4781.58,4781.58,1176700000
12/26/2023,4758.86,4784.72,4758.45,4774.75,4774.75,1219700000
12/22/2023,4753.92,4772.94,4736.77,4754.63,4754.63,1283800000
12/21/2023,4724.29,4748.71,4708.35,4746.75,4746.75,1110200000
12/20/2023,4764.73,4778.01,4697.82,4698.35,4698.35,1095300000
12/19/2023,4743.72,4768.69,4743.72,4768.37,4768.37,1235400000
12/18/2023,4725.58,4749.52,4725.58,4740.56,4740.56,1447900000
12/15/2023,4714.23,4725.53,4704.69,4719.19,4719.19,1505600000
12/14/2023,4721.04,4738.57,4694.34,4719.55,4719.55,1282100000
12/13/2023,4646.2,4709.69,4643.23,4707.09,4707.09,1120400000
12/12/2023,4618.3,4643.93,4608.09,4643.7,4643.7,1341300000
12/11/2023,4593.39,4623.71,4593.39,4622.44,4622.44,1376900000
12/08/2023,4576.2,4609.23,4574.06,4604.37,4604.37,1359300000
12/07/2023,4568.84,4590.92,4565.22,4585.59,4585.59,1185000000
12/06/2023,4586.23,4590.74,4546.5,4549.34,4549.34,1181800000
12/05/2023,4557.25,4578.56,4551.68,4567.18,4567.18,1388500000
12/04/2023,4564.37,4572.37,4546.72,4569.78,4569.78,1373200000
12/01/2023,4559.43,4599.39,4554.71,4594.63,4594.63,1517400000
11/30/2023,4554.87,4569.89,4537.24,4567.8,4567.8,1374200000
11/29/2023,4571.84,4587.64,4547.15,4550.58,4550.58,1314700000
11/28/2023,4545.55,4568.14,4540.51,4554.89,4554.89,1628600000
11/27/2023,4554.86,4560.52,4546.32,4550.43,4550.43,1451400000
11/24/2023,4555.84,4560.31,4552.8,4559.34,4559.34,1364000000
11/22/2023,4553.04,4568.43,4545.05,4556.62,4556.62,1284500000
11/21/2023,4538.77,4542.14,4525.51,4538.19,4538.19,1122600000
11/20/2023,4511.7,4557.11,4510.36,4547.38,4547.38,1354700000
11/17/2023,4509.55,4520.12,4499.66,4514.02,4514.02,1502000000
11/16/2023,4497.08,4511.99,4487.83,4508.24,4508.24,1153000000
11/15/2023,4505.3,4521.17,4495.31,4502.88,4502.88,1171900000
11/14/2023,4458.97,4508.67,4458.97,4495.7,4495.7,1088600000
11/13/2023,4406.66,4421.76,4393.82,4411.55,4411.55,1414500000
11/10/2023,4364.15,4418.03,4353.34,4415.24,4415.24,1420200000
11/09/2023,4391.41,4393.4,4343.94,4347.35,4347.35,1256600000
11/08/2023,4384.37,4391.2,4359.76,4382.78,4382.78,1274400000
11/07/2023,4366.21,4386.26,4355.41,4378.38,4378.38,989800000
11/06/2023,4364.27,4372.21,4347.53,4365.98,4365.98,1200500000
11/03/2023,4334.23,4373.62,4334.23,4358.34,4358.34,1136300000
11/02/2023,4268.26,4319.72,4268.26,4317.78,4317.78,1192900000
11/01/2023,4201.27,4245.64,4197.74,4237.86,4237.86,885400000
10/31/2023,4171.33,4195.55,4153.12,4193.8,4193.8,996500000
10/30/2023,4139.39,4177.47,4132.94,4166.82,4166.82,1081800000
10/27/2023,4152.93,4156.7,4103.78,4117.37,4117.37,1286600000
10/26/2023,4175.99,4183.6,4127.9,4137.23,4137.23,1277300000
10/25/2023,4232.42,4232.42,4181.42,4186.77,4186.77,1324300000
10/24/2023,4235.79,4259.38,4219.43,4247.68,4247.68,1466600000
10/23/2023,4210.4,4255.84,4189.22,4217.04,4217.04,1300100000
10/20/2023,4273.85,4276.56,4223.03,4224.16,4224.16,1601500000
10/19/2023,4321.36,4339.54,4269.69,4278.0,4278.0,1341300000
10/18/2023,4357.35,4364.2,4303.84,4314.6,4314.6,1226200000
10/17/2023,4345.23,4393.57,4337.54,4373.2,4373.2,1212400000
10/16/2023,4342.37,4383.33,4342.37,4373.63,4373.63,1795720000
10/13/2023,4360.49,4377.1,4311.97,4327.78,4327.78,1405500000
10/12/2023,4380.94,4385.85,4325.43,4349.61,4349.61,1549000000
